UnlockId,activity_pointA,activity_pointB,bonus_qty,contentsVersion,group_seq,imageTag,item_id,moneyTypeA,moneyTypeB,money_stuff_seqA,money_stuff_seqB,priceA,priceB,qty,related_stuff_seq,slotPriority,stuffStatus,stuffType,stuff_name,tag,_key
0,0,0,0,0,500001,artifact_epN00_01,,1,1,0,0,440,440,1,106500,0,0,AC,Warming Hearts,0,500001
0,0,0,0,0,500002,artifact_epN00_02,,1,1,0,0,110,110,1,107200,0,0,AC,Sweety Berry Slices,0,500002
0,0,0,0,0,500003,artifact_epN00_ch75,,1,1,0,0,110,110,1,107500,0,0,AC,Marshmallow Eggs,0,500003
0,0,0,0,0,500004,artifact_epN00_ch81,,1,1,0,0,5000,5000,1,108100,0,0,AC,Princess Bari Cookie's Soulstones,0,500004
0,0,0,0,0,500005,artifact_epN00_ch85,,1,1,0,0,5000,5000,1,108500,0,0,AC,Admiral Gimbap Cookie's Soulstones,0,500005
0,0,0,0,0,500006,artifact_epN00_ch90,,1,1,0,0,110,110,1,109000,0,0,AC,Dandelion Seeds,0,500006
0,0,0,0,0,500007,artifact_epN00_ch92,,1,1,0,0,110,110,1,109200,0,0,AC,Pine Monk Cookie's Soulstone,0,500007
0,0,0,0,0,500101,artifact_epN01_01,,2,2,0,0,10000,10000,1,0,0,0,AT,Episode 1: Relic 1,0,500101
0,0,0,0,0,500102,artifact_epN01_02,,2,2,0,0,10000,10000,1,0,0,0,AT,Episode 1: Relic 2,0,500102
0,0,0,0,0,500103,artifact_epN01_03,,2,2,0,0,10000,10000,1,0,0,0,AT,Episode 1: Relic 3,0,500103
0,0,0,0,0,500201,artifact_epN02_01,,2,2,0,0,10000,10000,1,0,0,0,AT,Episode 2: Relic 1,0,500201
0,0,0,0,0,500202,artifact_epN02_02,,2,2,0,0,10000,10000,1,0,0,0,AT,Episode 2: Relic 2,0,500202
0,0,0,0,0,500203,artifact_epN02_03,,2,2,0,0,10000,10000,1,0,0,0,AT,Episode 2: Relic 3,0,500203
0,0,0,0,0,500204,artifact_epN02_04,,2,2,0,0,10000,10000,1,0,0,0,AT,Episode 2: Relic 4,0,500204
0,0,0,0,0,500205,artifact_epN02_05,,2,2,0,0,10000,10000,1,0,0,0,AT,Episode 2: Relic 5,0,500205
0,0,0,0,0,500301,artifact_epN03_01,,2,2,0,0,10000,10000,1,0,0,0,AT,Episode 3: Relic 1,0,500301
0,0,0,0,0,500302,artifact_epN03_02,,2,2,0,0,10000,10000,1,0,0,0,AT,Episode 3: Relic 2,0,500302
0,0,0,0,0,500303,artifact_epN03_03,,2,2,0,0,10000,10000,1,0,0,0,AT,Episode 3: Relic 3,0,500303
0,0,0,0,0,500304,artifact_epN03_04,,2,2,0,0,10000,10000,1,0,0,0,AT,Episode 3: Relic 4,0,500304
0,0,0,0,0,500305,artifact_epN03_05,,2,2,0,0,10000,10000,1,0,0,0,AT,Episode 3: Relic 5,0,500305
