UnlockId,activity_pointA,activity_pointB,bonus_qty,contentsVersion,group_seq,imageTag,item_id,moneyTypeA,moneyTypeB,money_stuff_seqA,money_stuff_seqB,priceA,priceB,qty,related_stuff_seq,slotPriority,stuffStatus,stuffType,stuff_name,tag,_key
0,0,0,0,0,1100100,tr_ch01,,1,2,0,0,0,0,1,0,0,1,T,용감한 쿠키군의 세번째 해골단추,0,1100100
0,0,0,0,0,11001000,tr_ch01_m,,1,2,0,0,0,9999,1,0,0,1,T,용기의 해골단추 목걸이,0,11001000
0,0,0,0,0,11001000,tr_ch01_m,,1,2,0,0,6849,9999,1,0,0,1,T,용기의 해골단추 목걸이,1,11001001
0,0,0,0,0,11001000,tr_ch01_m,,1,2,0,0,6933,9999,1,0,0,1,T,용기의 해골단추 목걸이,2,11001002
0,0,0,0,0,11001000,tr_ch01_m,,1,2,0,0,7059,9999,1,0,0,1,T,용기의 해골단추 목걸이,3,11001003
0,0,0,0,0,11001000,tr_ch01_m,,1,2,0,0,7227,9999,1,0,0,1,T,용기의 해골단추 목걸이,4,11001004
0,0,0,0,0,11001000,tr_ch01_m,,1,2,0,0,7437,9999,1,0,0,1,T,용기의 해골단추 목걸이,5,11001005
0,0,0,0,0,11001000,tr_ch01_m,,1,2,0,0,7689,9999,1,0,0,1,T,용기의 해골단추 목걸이,6,11001006
0,0,0,0,0,11001000,tr_ch01_m,,1,2,0,0,7983,9999,1,0,0,1,T,용기의 해골단추 목걸이,7,11001007
0,0,0,0,0,11001000,tr_ch01_m,,1,2,0,0,8319,9999,1,0,0,1,T,용기의 해골단추 목걸이,8,11001008
0,0,0,0,0,11001000,tr_ch01_m,,1,2,0,0,8697,9999,1,0,0,1,T,용기의 해골단추 목걸이,9,11001009
0,0,15,0,0,1100100,tr_ch01,,1,2,0,0,276,5,1,0,0,1,T,용감한 쿠키군의 세번째 해골단추,1,1100101
0,0,0,0,0,11001000,tr_ch01_m,,1,2,0,0,9117,9999,1,0,0,1,T,용기의 해골단추 목걸이,10,11001010
0,0,0,0,0,1100100,tr_ch01,,1,2,0,0,360,360,1,0,0,1,T,용감한 쿠키군의 세번째 해골단추,2,1100102
0,0,0,0,0,1100100,tr_ch01,,1,2,0,0,486,486,1,0,0,1,T,용감한 쿠키군의 세번째 해골단추,3,1100103
0,0,0,0,0,1100100,tr_ch01,,1,2,0,0,654,654,1,0,0,1,T,용감한 쿠키군의 세번째 해골단추,4,1100104
0,0,0,0,0,1100100,tr_ch01,,1,2,0,0,864,864,1,0,0,1,T,용감한 쿠키군의 세번째 해골단추,5,1100105
0,0,0,0,0,1100100,tr_ch01,,1,2,0,0,1116,1116,1,0,0,1,T,용감한 쿠키군의 세번째 해골단추,6,1100106
0,0,0,0,0,1100100,tr_ch01,,1,2,0,0,1410,1410,1,0,0,1,T,용감한 쿠키군의 세번째 해골단추,7,1100107
0,0,0,0,0,1100100,tr_ch01,,1,2,0,0,1746,1746,1,0,0,1,T,용감한 쿠키군의 세번째 해골단추,8,1100108
0,0,0,0,0,1100100,tr_ch01,,1,2,0,0,2124,2124,1,0,0,1,T,용감한 쿠키군의 세번째 해골단추,9,1100109
0,0,0,0,0,1100100,tr_ch01,,1,2,0,0,2544,2544,1,0,0,1,T,용감한 쿠키군의 세번째 해골단추,10,1100110
