episode,stage,distance_start,distance_end,jelly_type,jelly_id,quantity,density,speed
epN05,1,2305,2306,Small Health,408,173,173.0,1000
epN05,1,2305,2306,Bonus Time,402,35,35.0,1000
epN05,1,2305,2306,ID_4215,4215,120,120.0,1000
epN05,1,2305,2306,ID_4234,4234,68,68.0,1000
epN05,1,2305,2306,Blast Jelly,403,10,10.0,1000
epN05,1,2305,2306,ID_4119,4119,8,8.0,1000
epN05,1,2316,2317,ID_4338,4338,155,155.0,1000
epN05,1,2316,2317,Blast Jelly,403,43,43.0,1000
epN05,1,2316,2317,Bear Party,407,43,43.0,1000
epN05,1,2316,2317,Magnet Jelly,405,43,43.0,1000
epN05,1,2316,2317,Giant Jelly,404,43,43.0,1000
epN05,1,2316,2317,Coin Party,406,43,43.0,1000
epN05,2,2561,2562,Small Health,408,173,173.0,1025
epN05,2,2561,2562,Bonus Time,402,35,35.0,1025
epN05,2,2561,2562,ID_4215,4215,120,120.0,1025
epN05,2,2561,2562,ID_4234,4234,68,68.0,1025
epN05,2,2561,2562,Blast Jelly,403,10,10.0,1025
epN05,2,2561,2562,ID_4119,4119,8,8.0,1025
epN05,2,2577,2578,ID_4338,4338,155,155.0,1025
epN05,2,2577,2578,Blast Jelly,403,43,43.0,1025
epN05,2,2577,2578,Bear Party,407,43,43.0,1025
epN05,2,2577,2578,Magnet Jelly,405,43,43.0,1025
epN05,2,2577,2578,Giant Jelly,404,43,43.0,1025
epN05,2,2577,2578,Coin Party,406,43,43.0,1025
epN05,3,2817,2818,Small Health,408,173,173.0,1050
epN05,3,2817,2818,Bonus Time,402,35,35.0,1050
epN05,3,2817,2818,ID_4215,4215,120,120.0,1050
epN05,3,2817,2818,ID_4234,4234,68,68.0,1050
epN05,3,2817,2818,Blast Jelly,403,10,10.0,1050
epN05,3,2817,2818,ID_4119,4119,8,8.0,1050
epN05,3,2838,2839,ID_4338,4338,155,155.0,1050
epN05,3,2838,2839,Blast Jelly,403,43,43.0,1050
epN05,3,2838,2839,Bear Party,407,43,43.0,1050
epN05,3,2838,2839,Magnet Jelly,405,43,43.0,1050
epN05,3,2838,2839,Giant Jelly,404,43,43.0,1050
epN05,3,2838,2839,Coin Party,406,43,43.0,1050
epN05,4,3073,3074,Small Health,408,173,173.0,1075
epN05,4,3073,3074,Bonus Time,402,35,35.0,1075
epN05,4,3073,3074,ID_4215,4215,120,120.0,1075
epN05,4,3073,3074,ID_4234,4234,68,68.0,1075
epN05,4,3073,3074,Blast Jelly,403,10,10.0,1075
epN05,4,3073,3074,ID_4119,4119,8,8.0,1075
epN05,4,3094,3095,ID_4338,4338,155,155.0,1075
epN05,4,3094,3095,Blast Jelly,403,43,43.0,1075
epN05,4,3094,3095,Bear Party,407,43,43.0,1075
epN05,4,3094,3095,Magnet Jelly,405,43,43.0,1075
epN05,4,3094,3095,Giant Jelly,404,43,43.0,1075
epN05,4,3094,3095,Coin Party,406,43,43.0,1075
epN05,5,3329,3330,Small Health,408,173,173.0,1100
epN05,5,3329,3330,Bonus Time,402,35,35.0,1100
epN05,5,3329,3330,ID_4215,4215,120,120.0,1100
epN05,5,3329,3330,ID_4234,4234,68,68.0,1100
epN05,5,3329,3330,Blast Jelly,403,10,10.0,1100
epN05,5,3329,3330,ID_4119,4119,8,8.0,1100
epN05,5,3353,3354,ID_4338,4338,155,155.0,1100
epN05,5,3353,3354,Blast Jelly,403,43,43.0,1100
epN05,5,3353,3354,Bear Party,407,43,43.0,1100
epN05,5,3353,3354,Magnet Jelly,405,43,43.0,1100
epN05,5,3353,3354,Giant Jelly,404,43,43.0,1100
epN05,5,3353,3354,Coin Party,406,43,43.0,1100
epN05,6,3585,3586,Small Health,408,173,173.0,1125
epN05,6,3585,3586,Bonus Time,402,35,35.0,1125
epN05,6,3585,3586,ID_4215,4215,120,120.0,1125
epN05,6,3585,3586,ID_4234,4234,68,68.0,1125
epN05,6,3585,3586,Blast Jelly,403,10,10.0,1125
