episode,stage,distance_start,distance_end,jelly_type,jelly_id,quantity,density,speed
epN04,1,2305,2306,Small Health,408,173,173.0,1050
epN04,1,2305,2306,Bonus Time,402,35,35.0,1050
epN04,1,2305,2306,ID_4215,4215,120,120.0,1050
epN04,1,2305,2306,ID_4234,4234,68,68.0,1050
epN04,1,2305,2306,Blast Jelly,403,10,10.0,1050
epN04,1,2305,2306,ID_4119,4119,8,8.0,1050
epN04,1,2314,2315,ID_4338,4338,155,155.0,1050
epN04,1,2314,2315,Blast Jelly,403,43,43.0,1050
epN04,1,2314,2315,Bear Party,407,43,43.0,1050
epN04,1,2314,2315,Magnet Jelly,405,43,43.0,1050
epN04,1,2314,2315,Giant Jelly,404,43,43.0,1050
epN04,1,2314,2315,Coin Party,406,43,43.0,1050
epN04,2,2561,2562,Small Health,408,173,173.0,1100
epN04,2,2561,2562,Bonus Time,402,35,35.0,1100
epN04,2,2561,2562,ID_4215,4215,120,120.0,1100
epN04,2,2561,2562,ID_4234,4234,68,68.0,1100
epN04,2,2561,2562,Blast Jelly,403,10,10.0,1100
epN04,2,2561,2562,ID_4119,4119,8,8.0,1100
epN04,2,2574,2575,ID_4338,4338,155,155.0,1100
epN04,2,2574,2575,Blast Jelly,403,43,43.0,1100
epN04,2,2574,2575,Bear Party,407,43,43.0,1100
epN04,2,2574,2575,Magnet Jelly,405,43,43.0,1100
epN04,2,2574,2575,Giant Jelly,404,43,43.0,1100
epN04,2,2574,2575,Coin Party,406,43,43.0,1100
epN04,3,2817,2818,Small Health,408,173,173.0,1120
epN04,3,2817,2818,Bonus Time,402,35,35.0,1120
epN04,3,2817,2818,ID_4215,4215,120,120.0,1120
epN04,3,2817,2818,ID_4234,4234,68,68.0,1120
epN04,3,2817,2818,Blast Jelly,403,10,10.0,1120
epN04,3,2817,2818,ID_4119,4119,8,8.0,1120
epN04,3,2833,2834,ID_4338,4338,155,155.0,1120
epN04,3,2833,2834,Blast Jelly,403,43,43.0,1120
epN04,3,2833,2834,Bear Party,407,43,43.0,1120
epN04,3,2833,2834,Magnet Jelly,405,43,43.0,1120
epN04,3,2833,2834,Giant Jelly,404,43,43.0,1120
epN04,3,2833,2834,Coin Party,406,43,43.0,1120
epN04,4,3073,3074,Small Health,408,173,173.0,1140
epN04,4,3073,3074,Bonus Time,402,35,35.0,1140
epN04,4,3073,3074,ID_4215,4215,120,120.0,1140
epN04,4,3073,3074,ID_4234,4234,68,68.0,1140
epN04,4,3073,3074,Blast Jelly,403,10,10.0,1140
epN04,4,3073,3074,ID_4119,4119,8,8.0,1140
epN04,4,3092,3093,ID_4338,4338,155,155.0,1140
epN04,4,3092,3093,Blast Jelly,403,43,43.0,1140
epN04,4,3092,3093,Bear Party,407,43,43.0,1140
epN04,4,3092,3093,Magnet Jelly,405,43,43.0,1140
epN04,4,3092,3093,Giant Jelly,404,43,43.0,1140
epN04,4,3092,3093,Coin Party,406,43,43.0,1140
epN04,5,3329,3330,Small Health,408,173,173.0,1160
epN04,5,3329,3330,Bonus Time,402,35,35.0,1160
epN04,5,3329,3330,ID_4215,4215,120,120.0,1160
epN04,5,3329,3330,ID_4234,4234,68,68.0,1160
epN04,5,3329,3330,Blast Jelly,403,10,10.0,1160
epN04,5,3329,3330,ID_4119,4119,8,8.0,1160
epN04,5,3351,3352,ID_4338,4338,155,155.0,1160
epN04,5,3351,3352,Blast Jelly,403,43,43.0,1160
epN04,5,3351,3352,Bear Party,407,43,43.0,1160
epN04,5,3351,3352,Magnet Jelly,405,43,43.0,1160
epN04,5,3351,3352,Giant Jelly,404,43,43.0,1160
epN04,5,3351,3352,Coin Party,406,43,43.0,1160
epN04,6,3585,3586,Small Health,408,173,173.0,1200
epN04,6,3585,3586,Bonus Time,402,35,35.0,1200
epN04,6,3585,3586,ID_4215,4215,120,120.0,1200
epN04,6,3585,3586,ID_4234,4234,68,68.0,1200
epN04,6,3585,3586,Blast Jelly,403,10,10.0,1200
epN04,6,3585,3586,ID_4119,4119,8,8.0,1200
epN04,6,3610,3611,ID_4338,4338,155,155.0,1200
epN04,6,3610,3611,Blast Jelly,403,43,43.0,1200
epN04,6,3610,3611,Bear Party,407,43,43.0,1200
epN04,6,3610,3611,Magnet Jelly,405,43,43.0,1200
epN04,6,3610,3611,Giant Jelly,404,43,43.0,1200
epN04,6,3610,3611,Coin Party,406,43,43.0,1200
epN04,7,3841,3842,Small Health,408,173,173.0,1250
epN04,7,3841,3842,Bonus Time,402,35,35.0,1250
epN04,7,3841,3842,ID_4215,4215,120,120.0,1250
epN04,7,3841,3842,ID_4234,4234,68,68.0,1250
epN04,7,3841,3842,Blast Jelly,403,10,10.0,1250
epN04,7,3841,3842,ID_4119,4119,8,8.0,1250
epN04,7,3867,3868,ID_4338,4338,155,155.0,1250
epN04,7,3867,3868,Blast Jelly,403,43,43.0,1250
epN04,7,3867,3868,Bear Party,407,43,43.0,1250
epN04,7,3867,3868,Magnet Jelly,405,43,43.0,1250
epN04,7,3867,3868,Giant Jelly,404,43,43.0,1250
epN04,7,3867,3868,Coin Party,406,43,43.0,1250
epN04,8,4097,4098,Small Health,408,173,173.0,1300
epN04,8,4097,4098,Bonus Time,402,35,35.0,1300
epN04,8,4097,4098,ID_4215,4215,120,120.0,1300
epN04,8,4097,4098,ID_4234,4234,68,68.0,1300
epN04,8,4097,4098,Blast Jelly,403,10,10.0,1300
epN04,8,4097,4098,ID_4119,4119,8,8.0,1300
epN04,8,4129,4130,ID_4338,4338,155,155.0,1300
epN04,8,4129,4130,Blast Jelly,403,43,43.0,1300
epN04,8,4129,4130,Bear Party,407,43,43.0,1300
epN04,8,4129,4130,Magnet Jelly,405,43,43.0,1300
epN04,8,4129,4130,Giant Jelly,404,43,43.0,1300
epN04,8,4129,4130,Coin Party,406,43,43.0,1300
epN04,9,4353,4354,Small Health,408,173,173.0,1325
epN04,9,4353,4354,Bonus Time,402,35,35.0,1325
epN04,9,4353,4354,ID_4215,4215,120,120.0,1325
epN04,9,4353,4354,ID_4234,4234,68,68.0,1325
