episode,stage,distance_start,distance_end,jelly_type,jelly_id,quantity,density,speed
epN01,1,2305,2306,Small Health,408,173,173.0,900
epN01,1,2305,2306,Bonus Time,402,35,35.0,900
epN01,1,2305,2306,ID_4215,4215,120,120.0,900
epN01,1,2305,2306,ID_4234,4234,68,68.0,900
epN01,1,2305,2306,Blast Jelly,403,10,10.0,900
epN01,1,2305,2306,ID_4119,4119,8,8.0,900
epN01,1,2315,2316,ID_4338,4338,155,155.0,900
epN01,1,2315,2316,Blast Jelly,403,43,43.0,900
epN01,1,2315,2316,Bear Party,407,43,43.0,900
epN01,1,2315,2316,Magnet Jelly,405,43,43.0,900
epN01,1,2315,2316,Giant Jelly,404,43,43.0,900
epN01,1,2315,2316,Coin Party,406,43,43.0,900
epN01,2,2561,2562,Small Health,408,173,173.0,910
epN01,2,2561,2562,Bonus Time,402,35,35.0,910
epN01,2,2561,2562,ID_4215,4215,120,120.0,910
epN01,2,2561,2562,ID_4234,4234,68,68.0,910
epN01,2,2561,2562,Blast Jelly,403,10,10.0,910
epN01,2,2561,2562,ID_4119,4119,8,8.0,910
epN01,2,2573,2574,ID_4338,4338,155,155.0,910
epN01,2,2573,2574,Blast Jelly,403,43,43.0,910
epN01,2,2573,2574,Bear Party,407,43,43.0,910
epN01,2,2573,2574,Magnet Jelly,405,43,43.0,910
epN01,2,2573,2574,Giant Jelly,404,43,43.0,910
epN01,2,2573,2574,Coin Party,406,43,43.0,910
epN01,3,2817,2818,Small Health,408,173,173.0,940
epN01,3,2817,2818,Bonus Time,402,35,35.0,940
epN01,3,2817,2818,ID_4215,4215,120,120.0,940
epN01,3,2817,2818,ID_4234,4234,68,68.0,940
epN01,3,2817,2818,Blast Jelly,403,10,10.0,940
epN01,3,2817,2818,ID_4119,4119,8,8.0,940
epN01,3,2832,2833,ID_4338,4338,155,155.0,940
epN01,3,2832,2833,Blast Jelly,403,43,43.0,940
epN01,3,2832,2833,Bear Party,407,43,43.0,940
epN01,3,2832,2833,Magnet Jelly,405,43,43.0,940
epN01,3,2832,2833,Giant Jelly,404,43,43.0,940
epN01,3,2832,2833,Coin Party,406,43,43.0,940
epN01,4,3073,3074,Small Health,408,173,173.0,960
epN01,4,3073,3074,Bonus Time,402,35,35.0,960
epN01,4,3073,3074,ID_4215,4215,120,120.0,960
epN01,4,3073,3074,ID_4234,4234,68,68.0,960
epN01,4,3073,3074,Blast Jelly,403,10,10.0,960
epN01,4,3073,3074,ID_4119,4119,8,8.0,960
epN01,4,3091,3092,ID_4338,4338,155,155.0,960
epN01,4,3091,3092,Blast Jelly,403,43,43.0,960
epN01,4,3091,3092,Bear Party,407,43,43.0,960
epN01,4,3091,3092,Magnet Jelly,405,43,43.0,960
epN01,4,3091,3092,Giant Jelly,404,43,43.0,960
epN01,4,3091,3092,Coin Party,406,43,43.0,960
epN01,5,3329,3330,Small Health,408,173,173.0,1080
epN01,5,3329,3330,Bonus Time,402,35,35.0,1080
epN01,5,3329,3330,ID_4215,4215,120,120.0,1080
epN01,5,3329,3330,ID_4234,4234,68,68.0,1080
epN01,5,3329,3330,Blast Jelly,403,10,10.0,1080
epN01,5,3329,3330,ID_4119,4119,8,8.0,1080
epN01,5,3353,3354,ID_4338,4338,155,155.0,1080
epN01,5,3353,3354,Blast Jelly,403,43,43.0,1080
epN01,5,3353,3354,Bear Party,407,43,43.0,1080
epN01,5,3353,3354,Magnet Jelly,405,43,43.0,1080
epN01,5,3353,3354,Giant Jelly,404,43,43.0,1080
epN01,5,3353,3354,Coin Party,406,43,43.0,1080
epN01,6,3585,3586,Small Health,408,173,173.0,1020
epN01,6,3585,3586,Bonus Time,402,35,35.0,1020
epN01,6,3585,3586,ID_4215,4215,120,120.0,1020
epN01,6,3585,3586,ID_4234,4234,68,68.0,1020
epN01,6,3585,3586,Blast Jelly,403,10,10.0,1020
epN01,6,3585,3586,ID_4119,4119,8,8.0,1020
epN01,6,3612,3613,ID_4338,4338,155,155.0,1020
epN01,6,3612,3613,Blast Jelly,403,43,43.0,1020
epN01,6,3612,3613,Bear Party,407,43,43.0,1020
epN01,6,3612,3613,Magnet Jelly,405,43,43.0,1020
epN01,6,3612,3613,Giant Jelly,404,43,43.0,1020
epN01,6,3612,3613,Coin Party,406,43,43.0,1020
epN01,7,3868,3869,ID_4338,4338,155,155.0,1050
epN01,7,3868,3869,Blast Jelly,403,43,43.0,1050
epN01,7,3868,3869,Bear Party,407,43,43.0,1050
epN01,7,3868,3869,Magnet Jelly,405,43,43.0,1050
epN01,7,3868,3869,Giant Jelly,404,43,43.0,1050
epN01,7,3868,3869,Coin Party,406,43,43.0,1050
epN01,8,4097,4098,Small Health,408,173,173.0,1080
epN01,8,4097,4098,Bonus Time,402,35,35.0,1080
epN01,8,4097,4098,ID_4215,4215,120,120.0,1080
epN01,8,4097,4098,ID_4234,4234,68,68.0,1080
epN01,8,4097,4098,Blast Jelly,403,10,10.0,1080
epN01,8,4097,4098,ID_4119,4119,8,8.0,1080
epN01,8,4129,4130,ID_4338,4338,155,155.0,1080
epN01,8,4129,4130,Blast Jelly,403,43,43.0,1080
epN01,8,4129,4130,Bear Party,407,43,43.0,1080
epN01,8,4129,4130,Magnet Jelly,405,43,43.0,1080
epN01,8,4129,4130,Giant Jelly,404,43,43.0,1080
epN01,8,4129,4130,Coin Party,406,43,43.0,1080
epN01,9,4353,4354,Small Health,408,173,173.0,1120
