episode,stage,distance_start,distance_end,jelly_type,jelly_id,quantity,density,speed
epN02,1,2305,2306,Small Health,408,173,173.0,1050
epN02,1,2305,2306,Bonus Time,402,35,35.0,1050
epN02,1,2305,2306,ID_4215,4215,120,120.0,1050
epN02,1,2305,2306,ID_4234,4234,68,68.0,1050
epN02,1,2305,2306,Blast Jelly,403,10,10.0,1050
epN02,1,2305,2306,ID_4119,4119,8,8.0,1050
epN02,1,2315,2316,ID_4338,4338,155,155.0,1050
epN02,1,2315,2316,Blast Jelly,403,43,43.0,1050
epN02,1,2315,2316,Bear Party,407,43,43.0,1050
epN02,1,2315,2316,Magnet Jelly,405,43,43.0,1050
epN02,1,2315,2316,Giant Jelly,404,43,43.0,1050
epN02,1,2315,2316,Coin Party,406,43,43.0,1050
epN02,2,2561,2562,Small Health,408,173,173.0,1100
epN02,2,2561,2562,Bonus Time,402,35,35.0,1100
epN02,2,2561,2562,ID_4215,4215,120,120.0,1100
epN02,2,2561,2562,ID_4234,4234,68,68.0,1100
epN02,2,2561,2562,Blast Jelly,403,10,10.0,1100
epN02,2,2561,2562,ID_4119,4119,8,8.0,1100
epN02,2,2574,2575,ID_4338,4338,155,155.0,1100
epN02,2,2574,2575,Blast Jelly,403,43,43.0,1100
epN02,2,2574,2575,Bear Party,407,43,43.0,1100
epN02,2,2574,2575,Magnet Jelly,405,43,43.0,1100
epN02,2,2574,2575,Giant Jelly,404,43,43.0,1100
epN02,2,2574,2575,Coin Party,406,43,43.0,1100
epN02,3,2817,2818,Small Health,408,173,173.0,1120
epN02,3,2817,2818,Bonus Time,402,35,35.0,1120
epN02,3,2817,2818,ID_4215,4215,120,120.0,1120
epN02,3,2817,2818,ID_4234,4234,68,68.0,1120
epN02,3,2817,2818,Blast Jelly,403,10,10.0,1120
epN02,3,2817,2818,ID_4119,4119,8,8.0,1120
epN02,4,3073,3074,Small Health,408,173,173.0,1140
epN02,4,3073,3074,Bonus Time,402,35,35.0,1140
epN02,4,3073,3074,ID_4215,4215,120,120.0,1140
epN02,4,3073,3074,ID_4234,4234,68,68.0,1140
epN02,4,3073,3074,Blast Jelly,403,10,10.0,1140
epN02,4,3073,3074,ID_4119,4119,8,8.0,1140
epN02,5,3329,3330,Small Health,408,173,173.0,1160
epN02,5,3329,3330,Bonus Time,402,35,35.0,1160
epN02,5,3329,3330,ID_4215,4215,120,120.0,1160
epN02,5,3329,3330,ID_4234,4234,68,68.0,1160
epN02,5,3329,3330,Blast Jelly,403,10,10.0,1160
epN02,5,3329,3330,ID_4119,4119,8,8.0,1160
epN02,5,3350,3351,ID_4338,4338,155,155.0,1160
epN02,5,3350,3351,Blast Jelly,403,43,43.0,1160
epN02,5,3350,3351,Bear Party,407,43,43.0,1160
epN02,5,3350,3351,Magnet Jelly,405,43,43.0,1160
epN02,5,3350,3351,Giant Jelly,404,43,43.0,1160
epN02,5,3350,3351,Coin Party,406,43,43.0,1160
epN02,6,3585,3586,Small Health,408,173,173.0,1180
epN02,6,3585,3586,Bonus Time,402,35,35.0,1180
epN02,6,3585,3586,ID_4215,4215,120,120.0,1180
epN02,6,3585,3586,ID_4234,4234,68,68.0,1180
epN02,6,3585,3586,Blast Jelly,403,10,10.0,1180
epN02,6,3585,3586,ID_4119,4119,8,8.0,1180
epN02,6,3609,3610,ID_4338,4338,155,155.0,1180
epN02,6,3609,3610,Blast Jelly,403,43,43.0,1180
epN02,6,3609,3610,Bear Party,407,43,43.0,1180
epN02,6,3609,3610,Magnet Jelly,405,43,43.0,1180
epN02,6,3609,3610,Giant Jelly,404,43,43.0,1180
epN02,6,3609,3610,Coin Party,406,43,43.0,1180
epN02,7,3841,3842,Small Health,408,173,173.0,1200
epN02,7,3841,3842,Bonus Time,402,35,35.0,1200
epN02,7,3841,3842,ID_4215,4215,120,120.0,1200
epN02,7,3841,3842,ID_4234,4234,68,68.0,1200
epN02,7,3841,3842,Blast Jelly,403,10,10.0,1200
epN02,7,3841,3842,ID_4119,4119,8,8.0,1200
epN02,7,3867,3868,ID_4338,4338,155,155.0,1200
epN02,7,3867,3868,Blast Jelly,403,43,43.0,1200
epN02,7,3867,3868,Bear Party,407,43,43.0,1200
epN02,7,3867,3868,Magnet Jelly,405,43,43.0,1200
epN02,7,3867,3868,Giant Jelly,404,43,43.0,1200
epN02,7,3867,3868,Coin Party,406,43,43.0,1200
epN02,8,4097,4098,Small Health,408,173,173.0,1250
epN02,8,4097,4098,Bonus Time,402,35,35.0,1250
epN02,8,4097,4098,ID_4215,4215,120,120.0,1250
epN02,8,4097,4098,ID_4234,4234,68,68.0,1250
epN02,8,4097,4098,Blast Jelly,403,10,10.0,1250
epN02,8,4097,4098,ID_4119,4119,8,8.0,1250
epN02,8,4130,4131,ID_4338,4338,155,155.0,1250
epN02,8,4130,4131,Blast Jelly,403,43,43.0,1250
epN02,8,4130,4131,Bear Party,407,43,43.0,1250
epN02,8,4130,4131,Magnet Jelly,405,43,43.0,1250
epN02,8,4130,4131,Giant Jelly,404,43,43.0,1250
epN02,8,4130,4131,Coin Party,406,43,43.0,1250
epN02,9,4353,4354,Small Health,408,173,173.0,1300
epN02,9,4353,4354,Bonus Time,402,35,35.0,1300
epN02,9,4353,4354,ID_4215,4215,120,120.0,1300
epN02,9,4353,4354,ID_4234,4234,68,68.0,1300
epN02,9,4353,4354,Blast Jelly,403,10,10.0,1300
epN02,9,4353,4354,ID_4119,4119,8,8.0,1300
epN02,9,4391,4392,ID_4338,4338,155,155.0,1300
epN02,9,4391,4392,Blast Jelly,403,43,43.0,1300
epN02,9,4391,4392,Bear Party,407,43,43.0,1300
epN02,9,4391,4392,Magnet Jelly,405,43,43.0,1300
epN02,9,4391,4392,Giant Jelly,404,43,43.0,1300
epN02,9,4391,4392,Coin Party,406,43,43.0,1300
epN02,10,4609,4610,Small Health,408,173,173.0,1350
epN02,10,4609,4610,Bonus Time,402,35,35.0,1350
epN02,10,4609,4610,ID_4215,4215,120,120.0,1350
epN02,10,4609,4610,ID_4234,4234,68,68.0,1350
epN02,10,4609,4610,Blast Jelly,403,10,10.0,1350
epN02,10,4609,4610,ID_4119,4119,8,8.0,1350
epN02,10,4865,4866,Small Health,408,173,173.0,1400
epN02,10,4865,4866,Bonus Time,402,35,35.0,1400
epN02,10,4865,4866,ID_4215,4215,120,120.0,1400
epN02,10,4865,4866,ID_4234,4234,68,68.0,1400
epN02,10,4865,4866,Blast Jelly,403,10,10.0,1400
epN02,10,4865,4866,ID_4119,4119,8,8.0,1400
