episode,stage,distance_start,distance_end,jelly_type,jelly_id,quantity,density,speed
epS02,1,769,770,Small Health,408,173,173.0,870
epS02,1,769,770,Bonus Time,402,35,35.0,870
epS02,1,769,770,ID_4215,4215,120,120.0,870
epS02,1,769,770,ID_4234,4234,68,68.0,870
epS02,1,769,770,Blast Jelly,403,10,10.0,870
epS02,1,769,770,ID_4119,4119,8,8.0,870
epS02,1,770,771,ID_4338,4338,155,155.0,870
epS02,1,770,771,Blast Jelly,403,43,43.0,870
epS02,1,770,771,Bear Party,407,43,43.0,870
epS02,1,770,771,Magnet Jelly,405,43,43.0,870
epS02,1,770,771,Giant Jelly,404,43,43.0,870
epS02,1,770,771,Coin Party,406,43,43.0,870
epS02,10,1025,1026,Small Health,408,173,173.0,900
epS02,10,1025,1026,Bonus Time,402,35,35.0,900
epS02,10,1025,1026,ID_4215,4215,120,120.0,900
epS02,10,1025,1026,ID_4234,4234,68,68.0,900
epS02,10,1025,1026,Blast Jelly,403,10,10.0,900
epS02,10,1025,1026,ID_4119,4119,8,8.0,900
epS02,10,1026,1027,ID_4338,4338,155,155.0,900
epS02,10,1026,1027,Blast Jelly,403,43,43.0,900
epS02,10,1026,1027,Bear Party,407,43,43.0,900
epS02,10,1026,1027,Magnet Jelly,405,43,43.0,900
epS02,10,1026,1027,Giant Jelly,404,43,43.0,900
epS02,10,1026,1027,Coin Party,406,43,43.0,900
epS02,11,1281,1282,Small Health,408,173,173.0,900
epS02,11,1281,1282,Bonus Time,402,35,35.0,900
epS02,11,1281,1282,ID_4215,4215,120,120.0,900
epS02,11,1281,1282,ID_4234,4234,68,68.0,900
epS02,11,1281,1282,Blast Jelly,403,10,10.0,900
epS02,11,1281,1282,ID_4119,4119,8,8.0,900
epS02,11,1282,1283,ID_4338,4338,155,155.0,900
epS02,11,1282,1283,Blast Jelly,403,43,43.0,900
epS02,11,1282,1283,Bear Party,407,43,43.0,900
epS02,11,1282,1283,Magnet Jelly,405,43,43.0,900
epS02,11,1282,1283,Giant Jelly,404,43,43.0,900
epS02,11,1282,1283,Coin Party,406,43,43.0,900
epS02,12,1537,1538,Small Health,408,173,173.0,920
epS02,12,1537,1538,Bonus Time,402,35,35.0,920
epS02,12,1537,1538,ID_4215,4215,120,120.0,920
epS02,12,1537,1538,ID_4234,4234,68,68.0,920
epS02,12,1537,1538,Blast Jelly,403,10,10.0,920
epS02,12,1537,1538,ID_4119,4119,8,8.0,920
epS02,12,1538,1539,ID_4338,4338,155,155.0,920
epS02,12,1538,1539,Blast Jelly,403,43,43.0,920
epS02,12,1538,1539,Bear Party,407,43,43.0,920
epS02,12,1538,1539,Magnet Jelly,405,43,43.0,920
epS02,12,1538,1539,Giant Jelly,404,43,43.0,920
epS02,12,1538,1539,Coin Party,406,43,43.0,920
epS02,13,1793,1794,Small Health,408,173,173.0,900
epS02,13,1793,1794,Bonus Time,402,35,35.0,900
epS02,13,1793,1794,ID_4215,4215,120,120.0,900
epS02,13,1793,1794,ID_4234,4234,68,68.0,900
epS02,13,1793,1794,Blast Jelly,403,10,10.0,900
